PROJECT_NAME,DATA_DESCRIPTION,KEYWORD,KEYWORD2,LANGUAGE,INSTITUTION,INSTITUTION2,SCIENTIFIC_FIELD,SCIENTIFIC_FIELD2,PROJECT_COUNTRY,PROJECT_PROVINCE,PROJECT_AREA,PROJECT_CODE,FILE_CREATOR_NAME,FILE_CREATOR_FIRST_NAME,FILE_CREATOR_MAIL,CREATION_DATE,REFERENT_NAME,REFERENT_FIRST_NAME,REFERENT_MAIL,REFERENT_NAME2,REFERENT_FIRST_NAME2,REFERENT_MAIL2,SAMPLING_POINT-NAME,SAMPLING_POINT-COORDINATE_SYSTEM,SAMPLING_POINT-ABBREVIATION,SAMPLING_POINT-LONGITUDE,SAMPLING_POINT-LATITUDE,SAMPLING_POINT-ELEVATION,SAMPLING_POINT-DESCRIPTION,COORDINATE_SYSTEM_NAD,X_NAD,Y_NAD,Z_NAD,FILE_CREATOR_DISPLAY_NAME,TITLE,SAMPLE_NAME,SAMPLE_NAME_ORANO,SAMPLE_NAME_GEORESSOURCES,SAMPLE_TYPE,SAMPLING_DATE,HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,HOLEID_ELEVATION,HOLEID_X_NAD,HOLEID_Y_NAD,HOLEID_Z_NAD,SAMPLE_DEPTH_FROM,SAMPLE_DEPTH_TO,LITHOLOGY_ORANO,FORMATION_ORANO,LITHOLOGY,LITHOLOGY_2,LITHOLOGY_3,TEXTURE_STRUCTURE,TEXTURE_STRUCTURE_2,ORE_TYPE,ORE_TYPE_2,ORE_TYPE_3,HOST_AGE,MAIN_EVENT_AGE,ALTERATION_DEGREE,PICTURE,PICTURE2,PICTURE3,SAMPLE_LOCATION_BUILDING,STORAGE_ACCESS_REFERENT,SAMPLE_LOCATION_ROOM,SAMPLE_LOCATION_SHELF,SAMPLE_LOCATION_BOX,SAMPLE_LOCATION_BOX_TYPE,SAFETY_CONSTRAINTS,METHODOLOGY-SAMPLING,METHODOLOGY-SAMPLE_CONDITIONNING,METHODOLOGY-ANALYSIS,METHODOLOGY-SAMPLE,MEASUREMENT-ABBREV,MEASUREMENT-NATURE,MEASUREMENT-UNIT,ANALYSIS_LABORATORY,ANALYSIS_ABBREV,Vp_short_axis,Vp_long_axis,Vs_short_axis,Vs_long_axis,Vp_short_axis_sature,Vp_long_axis_sature,Vs_short_axis_sature,Vs_long_axis_sature,Absolute_solid_density,Bulk_density,Permeability,Magnetic_susceptibility,Resistivity_DC,Resistivity_AC_1hz,Resistivity_AC_10Khz,Thermic_conductivity,Poisson_ratio,Young_modulus,Graphite_prop_Imagery,Porosity_H2O,Porosity_He,Porosity_Hg,Kv,Estimated_qtz_fraction_paleo_brine_mix
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-436--336-336-1,WGS84 Greenwich,,-104.4996756,58.01424778,153.892774,,NAD83_UTMZ13N,529562.7069,6430404.962,153.892774,,Database_Petro_Orano_WCL,WC-436_1MAS_19,,,1MAS,,WC____436___,58.01351071,-104.4985028,472.146,529632.611,6430323.417,472.146,336,336.1,Cgl,,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,,,,,,,,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-437--289-9-290,WGS84 Greenwich,,-104.4975897,58.0128563,177.6137442,,NAD83_UTMZ13N,529687.1059,6430250.962,177.6137442,,Database_Petro_Orano_WCL,WC-437_1MAS_17,,,1MAS,,WC____437___,58.0128584,-104.4976071,467.508,529686.072,6430251.187,467.508,289.9,290,Cgl,MFb,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,,,,,,,,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-458--340-340-1,WGS84 Greenwich,,-104.5620085,57.9957215,158.7675333,,NAD83_UTMZ13N,525893.1512,6428316.82,158.7675333,,Database_Petro_Orano_WCL,WC-458_1MAS_21,,,1MAS,,WC____458___,57.99462787,-104.5613922,473.85,525930.37,6428195.3,473.85,340,340.1,Cgl,MFb,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,,,,,,,,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-460--320-320-1,WGS84 Greenwich,,-104.5461665,57.9994301,156.1094544,,NAD83_UTMZ13N,526826.8845,6428735.884,156.1094544,,Database_Petro_Orano_WCL,WC-460_1MAS_19,,,1MAS,,WC____460___,57.99878072,-104.5452418,462.943,526882.025,6428663.956,462.943,320,320.1,Cgl,MFb,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,547.86,362.33,,,,,10.89,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-462--320-320-1,WGS84 Greenwich,,-104.5451722,57.99865022,155.5262408,,NAD83_UTMZ13N,526886.2393,6428649.455,155.5262408,,Database_Petro_Orano_WCL,WC-462_1MAS_16,,,1MAS,,WC____462___,57.99825052,-104.5440596,465.479,526952.303,6428605.399,465.479,320,320.1,Cgl,MFb,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,,,,,,,,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-464--320-320-1,WGS84 Greenwich,,-104.5476123,58.00015257,161.2938537,,NAD83_UTMZ13N,526740.8854,6428815.745,161.2938537,,Database_Petro_Orano_WCL,WC-464_1MAS_20,,,1MAS,,WC____464___,57.99969549,-104.5458933,460.372,526842.833,6428765.539,460.372,320,320.1,Cgl,MFb,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,286.33,224.83,,,,,11.57,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-466A--340-8-340-9,WGS84 Greenwich,,-104.5633195,57.99633737,140.7502324,,NAD83_UTMZ13N,525815.2045,6428384.884,140.7502324,,Database_Petro_Orano_WCL,WC-466A_1MAS_22,,,1MAS,,WC____466A__,57.99559039,-104.5620424,462.36,525891.24,6428302.21,462.36,340.8,340.9,Cgl,,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,416,381,,,,,10.29,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-486--400-400-1,WGS84 Greenwich,,-104.6365271,57.985431,120.7317941,,NAD83_UTMZ13N,521494.0991,6427145.03,120.7317941,,Database_Petro_Orano_WCL,WC-486_1MAS_23,,,1MAS,,WC____486___,57.98439297,-104.6355632,499.149,521551.722,6427029.772,499.149,400,400.1,Cgl,MFb,SEDIMENTARY,SILICICLASTIC,CONGLOMERATE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,,,,,,,,,,,,,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--59-9-60,WGS84 Greenwich,,-104.5226466,58.07134225,435.0405317,,NAD83_UTMZ13N,528160.5398,6436751.59,435.0405317,,Database_Petro_Orano_WCL,WC-258A-1MAS-01,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,59.9,60,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.57,,,,,1005,902,,,,,12.81,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--69-8-69-9,WGS84 Greenwich,,-104.5226471,58.07135992,425.3384277,,NAD83_UTMZ13N,528160.4912,6436753.557,425.3384277,,Database_Petro_Orano_WCL,WC-258A-1MAS-02,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,69.8,69.9,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.54,,,,,997,881,,,,,13.99,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--80-3-80-4,WGS84 Greenwich,,-104.5226472,58.07137889,415.0528875,,NAD83_UTMZ13N,528160.4728,6436755.669,415.0528875,,Database_Petro_Orano_WCL,WC-258A-1MAS-03,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,80.3,80.4,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.56,,,,,1181,1029,,,,,13.32,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--100-7-100-78,WGS84 Greenwich,,-104.5226473,58.07141573,395.0695525,,NAD83_UTMZ13N,528160.437,6436759.771,395.0695525,,Database_Petro_Orano_WCL,WC-258A-1MAS-04,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,100.7,100.78,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.57,,,,,1076,935,,,,,12.56,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--120-3-120-4,WGS84 Greenwich,,-104.5226451,58.07145377,375.9331669,,NAD83_UTMZ13N,528160.5386,6436764.007,375.9331669,,Database_Petro_Orano_WCL,WC-258A-1MAS-05,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,120.3,120.4,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.59,,,,,2559,2227,,,,,9.48,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--140-5-140-6,WGS84 Greenwich,,-104.5226428,58.07149302,356.2119876,,NAD83_UTMZ13N,528160.6454,6436768.378,356.2119876,,Database_Petro_Orano_WCL,WC-258A-1MAS-06,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,140.5,140.6,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.6,,,,,270,257,,,,,14.7,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--159-3-159-4,WGS84 Greenwich,,-104.5226395,58.07152885,337.8414679,,NAD83_UTMZ13N,528160.8112,6436772.368,337.8414679,,Database_Petro_Orano_WCL,WC-258A-1MAS-07,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,159.3,159.4,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.56,,,,,1738,1573,,,,,11.69,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--180-180-1,WGS84 Greenwich,,-104.5226339,58.07156708,317.5863319,,NAD83_UTMZ13N,528161.1089,6436776.626,317.5863319,,Database_Petro_Orano_WCL,WC-258A-1MAS-08,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,180,180.1,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.58,,,,,471,428,,,,,15.11,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--200-200-09,WGS84 Greenwich,,-104.5226285,58.07160401,298.0161522,,NAD83_UTMZ13N,528161.3966,6436780.74,298.0161522,,Database_Petro_Orano_WCL,WC-258A-1MAS-09,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,200,200.09,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.57,,,,,1103,1025,,,,,14.12,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-258A--220-2-220-3,WGS84 Greenwich,,-104.5226199,58.07164145,278.2575707,,NAD83_UTMZ13N,528161.8793,6436784.912,278.2575707,,Database_Petro_Orano_WCL,WC-258A-1MAS-10,,,1MAS,,WC____258A__,58.07123992,-104.522631,493.84,528161.536,6436740.204,493.84,220.2,220.3,SSt,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.55,,,,,1619,1467,,,,,11.55,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--50-5-50-6,WGS84 Greenwich,,-104.5210099,58.07181363,440.4162084,,NAD83_UTMZ13N,528256.7147,6436804.754,440.4162084,,Database_Petro_Orano_WCL,WC-259-1MAS-01,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,50.5,50.6,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.58,,,,,391,369,,,,,13.24,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--60-60-1,WGS84 Greenwich,,-104.5210122,58.07182883,431.0693146,,NAD83_UTMZ13N,528256.5668,6436806.445,431.0693146,,Database_Petro_Orano_WCL,WC-259-1MAS-02,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,60,60.1,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.58,,,,,553,510,,,,,13.45,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--70-70-1,WGS84 Greenwich,,-104.5210147,58.07184545,421.2431867,,NAD83_UTMZ13N,528256.4049,6436808.294,421.2431867,,Database_Petro_Orano_WCL,WC-259-1MAS-03,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,70,70.1,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.57,,,,,764,711,,,,,13.49,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--80-8-80-9,WGS84 Greenwich,,-104.5210174,58.0718634,410.6309685,,NAD83_UTMZ13N,528256.2302,6436810.292,410.6309685,,Database_Petro_Orano_WCL,WC-259-1MAS-04,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,80.8,80.9,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.58,,,,,1337,1198,,,,,11.26,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--100-100-1,WGS84 Greenwich,,-104.5210223,58.07189532,391.7648028,,NAD83_UTMZ13N,528255.9195,6436813.843,391.7648028,,Database_Petro_Orano_WCL,WC-259-1MAS-05,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,100,100.1,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.6,,,,,1300,1186,,,,,11.06,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--119-8-119-9,WGS84 Greenwich,,-104.5210239,58.07192716,372.2851513,,NAD83_UTMZ13N,528255.7977,6436817.388,372.2851513,,Database_Petro_Orano_WCL,WC-259-1MAS-06,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,119.8,119.9,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.6,,,,,1182,1073,,,,,10.44,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--139-4-139-5,WGS84 Greenwich,,-104.5210254,58.07195863,353.0010046,,NAD83_UTMZ13N,528255.6877,6436820.891,353.0010046,,Database_Petro_Orano_WCL,WC-259-1MAS-07,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,139.4,139.5,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.56,,,,,691,603,,,,,9.39,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--160-4-160-5,WGS84 Greenwich,,-104.5210263,58.07199183,332.3291348,,NAD83_UTMZ13N,528255.6093,6436824.587,332.3291348,,Database_Petro_Orano_WCL,WC-259-1MAS-08,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,160.4,160.5,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.52,,,,,386,355,,,,,11.72,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--180-180-1,WGS84 Greenwich,,-104.5210261,58.0720221,313.0209919,,NAD83_UTMZ13N,528255.5916,6436827.957,313.0209919,,Database_Petro_Orano_WCL,WC-259-1MAS-09,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,180,180.1,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.57,,,,,1293,1185,,,,,12.5,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-259--199-8-199-9,WGS84 Greenwich,,-104.521026,58.07205267,293.5158273,,NAD83_UTMZ13N,528255.5738,6436831.361,293.5158273,,Database_Petro_Orano_WCL,WC-259-1MAS-10,,,1MAS,,WC____259___,58.07173512,-104.520998,490.149,528257.479,6436796.018,490.149,199.8,199.9,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.53,,,,,778,700,,,,,13.74,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-261--59-7-59-8,WGS84 Greenwich,,-104.51933,58.07193396,428.4610785,,NAD83_UTMZ13N,528355.7179,6436818.855,428.4610785,,Database_Petro_Orano_WCL,WC-261-1MAS-02,,,1MAS,,WC____261___,58.07184096,-104.5193155,487.25,528356.644,6436808.507,487.25,59.7,59.8,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.56,,,,,1132,1025,,,,,14.91,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-261--69-9-70,WGS84 Greenwich,,-104.519333,58.07195011,418.4222833,,NAD83_UTMZ13N,528355.5291,6436820.652,418.4222833,,Database_Petro_Orano_WCL,WC-261-1MAS-03,,,1MAS,,WC____261___,58.07184096,-104.5193155,487.25,528356.644,6436808.507,487.25,69.9,70,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.57,,,,,1166,1064,,,,,14.59,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-261--80-2-80-3,WGS84 Greenwich,,-104.519336,58.07196641,408.2850686,,NAD83_UTMZ13N,528355.3384,6436822.466,408.2850686,,Database_Petro_Orano_WCL,WC-261-1MAS-04,,,1MAS,,WC____261___,58.07184096,-104.5193155,487.25,528356.644,6436808.507,487.25,80.2,80.3,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.6,,,,,1950,1773,,,,,10.81,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-261--100-6-100-7,WGS84 Greenwich,,-104.5193419,58.07199871,388.2074781,,NAD83_UTMZ13N,528354.9608,6436826.059,388.2074781,,Database_Petro_Orano_WCL,WC-261-1MAS-05,,,1MAS,,WC____261___,58.07184096,-104.5193155,487.25,528356.644,6436808.507,487.25,100.6,100.7,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.6,,,,,2468,2234,,,,,11.05,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-261--120-1-120-2,WGS84 Greenwich,,-104.519344,58.07202941,369.0097892,,NAD83_UTMZ13N,528354.8131,6436829.475,369.0097892,,Database_Petro_Orano_WCL,WC-261-1MAS-06,,,1MAS,,WC____261___,58.07184096,-104.5193155,487.25,528356.644,6436808.507,487.25,120.1,120.2,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.58,,,,,5610,5129,,,,,3.93,,,,
WCI_ORANO,,,,ENGLISH,ORANO,,PETROPHYSICS,,CANADA,SASKATCHEWAN,CIGAR,WCL,HARRISON,Grant,grant.harrison@orano.group,2020-07-01,,,,,,,WC-261--140-140-1,WGS84 Greenwich,,-104.5193461,58.07206073,349.4181759,,NAD83_UTMZ13N,528354.667,6436832.962,349.4181759,,Database_Petro_Orano_WCL,WC-261-1MAS-07,,,1MAS,,WC____261___,58.07184096,-104.5193155,487.25,528356.644,6436808.507,487.25,140,140.1,SStCgl,MFc,SEDIMENTARY,SILICICLASTIC,SANDSTONE,,,,,,,,,,,,,,,,,,,,,,,PETRO,PETROPHYSICS,text,ORANO,PETRO,,,,,,,,,2.58,,,,,1044,949,,,,,13.12,,,,
